sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
Does the organization have documented design and development procedures compliant with applicable regulations?,0.0023781238,0.2596013189,Halcyon v4.0 Security White Paper and MDS2 P1066659-001-A.pdf,,4,67,Document_Header (Continued),35-36,"system follows Varian Product Lifecycle Cybersecurity Procedure and is subject to FDA review. RDMP-2 Does the manufacturer evaluate third-party applications and software components included in the device for secure development practices? Yes Varian follows a Vulnerability Management program as per FDA guidance. 36 Security White Paper | Halcyon Version 4.0 Unrestricted Varian Medical Systems, Inc. © 2024 Question ID Question Answer See Note RDMP-3 Does the manufacturer maintain a web page or other source of information on software support dates and updates? Yes MyVarian.com RDMP-4 Does the manufacturer have a plan for managing third-party component end-of-life? Yes This is part of the development process. ROADMAP FOR THIRD PARTY COMPONENTS IN DEVICE LIFE CYCLE (RDMP) notes: Software Bill of Materials (SBOM) A Software Bill of Material (SBoM) lists all the software components that are incorporated into the device being"
How does the organization ensure updates to regulatory requirements are reflected in technical documentation?,0.0023781238,0.298868865,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,437,2. Risk Control Measures Verification Trace Matrix (Continued),161,Technician section IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1275174 Halcyon Documentation - Apple IOS Passed NA 393731 Risk Control Measure IFU warning about re- calibrating too frequently 1141221 IFU - Maintenance Technician section RCM HAL40_SYSTEM_REL_04.00.0033 1291489 Halcyon Default Passed NA 393732 Risk Control Measure Radiation survey required for customer acceptance 1128317 Service RCMs 2 RCM HAL40_SYSTEM_REL_04.00.0033 1282037 Halcyon Default Passed NA 393733 Risk Control Measure IFU to limit number of repeat images 452050 IFU - Troubleshooting section User Documentation - PDF TDS.Halcyon30.System.TRR_03.00.0031 548156 Halcyon Documentation - PDF Passed NA 393733 Risk Control Measure IFU to limit number of repeat images 452050 IFU - Troubleshooting section User Documentation - iOS TDS.Halcyon30.System.TRR_03.00.0031 558412 Halcyon Documentation - Apple IOS Passed NA 393733 Risk Control Measure IFU to limit number of repeat images 452050 IFU - Troubleshooting section User
How does the organization determine which products/devices are subject to design and development controls?,0.0023596608,0.334359765,D61200 HAL 4.0 DFMEA rev01.pdf,D61200,1,59,2. Design FMEA Summary (Continued),19-20,"manufacturing or service processes 2) Uncontrolled manufacturing / service processes (insufficient torque) Noise, death or injury to patient due to falling object 5 2 10 [394219] Collimator: L9013 Bolted Joint Design, [394224] Process control for torque tightening process (value and pattern)   5 2 10 5-CA Verified [771097] Device Malfunction: Equipment suspended mass 394866 COLL Head Frame Collimation Assy Radiation Protection P1004651 Lower Lead Shielding wrong shape, density, material Lead part not as expected because of uncontroled manufacturing processes Increased radiation, unsuitable radiation dose to patient 5 2 10 [394221] Shielding TVL determined by simulation and later verified empircally, [394225] Inspect: CTF 4-CA - Weight, Size   5 1 5 Implemented [773456] Device Malfunction: Equipment or software not validated HAL 4.0 DFMEA This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written"
What criteria are used to classify a product as a medical device under applicable regulatory jurisdictions?,0.0023596608,0.2694660724,D68985 HAL 4.0 IEC 62304+A1 2015 Software Lifecycle Assessment Rev 01.docx.pdf,D68985,1,7,Document_Header (Continued),5,"Device records (Appendix B): D59555 HAL 4.0 Risk Management Plan D56979 HAL 4.0 Risk Management Report Pass If the HAZARD could arise from a failure of the SOFTW ARE SYSTEM to behave as specified, the probability of such failure shall be assumed to be 100 per cent. Procedures used (Appendix A): Per RSK0101T01 Risk Management Plan Rev 03 section 3.1.4.1, “where the probability cannot be estimated, the worst case is used.” This is interpreted following ISO 14971:2012 Annex D (informative). Section D3.2.3 includes software failure and setting its probability to one. Device records (Appendix B): D59555 HAL 4.0 Risk Management Plan D56979 HAL 4.0 Risk Management Report Pass For a SOFTW ARE SYSTEM initially classified as software safety class B , the MANUFACTURER has implemented additional RISK CONTROL measures external to the SOFTW ARE SYSTEM and subsequently has assigned a new software safety classification to the SOFTW ARE SYSTEM Safety Class B is not used in Varian Medical Systems"
Does the technical documentation align with regulatory requirements of all applicable jurisdictions?,0.0023231625,0.340199471,D89591 HAL Evolve Product Technical Requirements Rev01.docx.pdf,D89591,1,308,5.  Annex (Continued),62-64,"The equipment has signal output or input parts 7) This device is permanent installed device 8) D89591 HAL Evolve Product Technical Requirements This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Effective Date Doc NumberRev See page 1 for D8959101 Effective date 63 / 71 9)  Electrical insulation diagram Grade 2 Pollution degree Group IIIb Material Type Overvoltage category Class II Below 2000m Altitude Equivalent Applied Part None Path Insulation type Working voltage Peak Voltage Creepage distance (mm) Air clearance (mm) Test voltage (Vac) A 1MOOP 380VAC537VAC4.03.2/ B 1MOOP 220VAC311VAC2.52.01500 C 2MOOP 220VAC311VAC5.04.03000 D 2MOPP 220VAC311VAC8.05.04000 E 2MOOP 474VAC670VAC12.66.43000 F 1MOOP 254VAC359VAC3.21.91494 D89591 HAL Evolve Product Technical Requirements This document contains confidential, proprietary information of Varian Medical"
How is risk integrated into design and development activities?,0.0022872277,0.341109365,D51185 HAL 4.0 Elaboration Phase RHA Review Report rev02.pdf,D51185,2,154,1.6 Existing HAL RMR Entries from HAL 3.0 and Changes for HAL 4.0 (Continued),54,"Page 54 of 68 No.  Finding Description Originator of finding Type of Finding Finding Owner Action Plan, Action Taken, or Justification Target Date Date Closed 10. New Risk 775625 Team A KSZ Add New Risk 775625 to ADLM as shown in Section 1.5 Device Malfunction: Ongoing quality management activities are conducted inadequately or are not conducted for equipment or software (daily, monthly, annual QA, etc.). Elaboration Done 11. New Risk 896819 Team A KSZ Add New Risk 896819 to ADLM as shown in Section 1.5 Device Flaw:  Quality management activities conducted inadequately or not conducted (calibration, daily QA, etc.) Elaboration Done 12. New Risk 896820 Team A KSZ Add New Risk 896820 to ADLM as shown in Section 1.5 Human Factors:  Quality management activities conducted inadequately or not conducted (calibration, daily QA, etc.) Elaboration Done 13. New Risk 862883 Team A KSZ Add New Risk 862883 in ADLM as shown in Section 1.5 Human Factors: Equipment or Software is"
How is risk integrated into design and development activities?,0.0022694687,0.337056071,D53810 Rev02 HAL4.0 KV collimator motion test tooling TDD.pdf,D53810,2,21,3. Risk Assessment,11,"3.1 Design Failure Modes and Effects Analysis For PFMEA, refer to PCP for HAL4.0 KV collimator assembling, 70001790. For Tooling DFMEA: Function Failure Mode Effect on System Impact (I) Failure Cause Occurrence (O) RPN Mitigation Control by Design Control by Process Risk Test Wrong tooling cable connection. Plug axis A to axis B. Testing wrong axis, may record the wrong results. Or motor reach the hard stop. 3 misoperation 2 6 Yes Add labels on tooling front panel and tooling cable. WI D53716 Delay Mfg schedule, wrong result of encoder, wrong result of current Test Wrong tooling cable connection. Plug motor cable to encoder connector. No impact 3 misoperation 1 3 Yes Motor encoder is DB9F, linear encoder connector is DB15M, Multimer encoder is DB9M. Impossible to connect wrong. N/A No Test Wrong command input No impact 1 misoperation 3 3 Yes Only two valid command, 'test=3.0' and 'test=4.0', they use different axis interface. Other command won't trigger test. WI D53716 Delay Mfg"
Does the documentation meet regulatory requirements for applicable markets?,0.0022694687,0.342885822,D68014 HAL 4.0 Validation Summary Report Rev 02.docx.pdf,D68014,2,110,35. HAL 4.0 Validation Scorecard - D65886 – Rev 02 (Continued),48,451756967535 IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1274235Documentation - machine and plan QA and plan QA Apple IOS NA Risk 393755 Control Measure Halcyon IFU not to use Plan QA mode 451771 IFU not to use Plan QA mode to treat 967535 IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1274235 Documentation - Apple IOS NA Risk 393757Control Measure Halcyon IFU not to use Machine QAIFU not to use Machine QA mode to 451773967535 IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1274235 Documentation - mode to treat treat Apple IOS NA Risk 393759Control Measure Halcyon IFU perform Plan QA before 451775 IFU perform Plan QA before treating 967535 IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1274235Documentation - treating Apple IOS NA Risk 393769 Control Measure Halcyon IFU Instructions for checking safety Check safety systems 455821967535 IFU-IOS(RUA) HAL40_SYSTEM_REL_04.00.0033 1274235 Documentation - systems Apple IOS NA User 512053 Need Customer facing documentation provides clear & accurate
"How are changes such as maintenance releases, configuration changes, or software updates evaluated to determine if design controls apply?",0.0022430879,0.296060354,D70923 HAL 4.0 MR1 Test Case Selection Rationale Rev 02.docx.pdf,D70923,2,71,4. HAL 4.0 Test Case Selection Rationale (Continued),25,"Regression testing is initially based on new, modified, or impacted user needs and human operated RCMs. A subset would typically be performed for minor releases only. Impact analysis is not required if all user needs are planned to be executed.  An impact analysis shall be required, and justification shall be provided, for any user needs or human operated RCMs that shall not be validated in this release. Any test case not executed, including during subsequent test rounds, will be justified in this section of the document. For any user need or human operated RCM justified as not validated in this release, previous test results in ADLM ADO are considered valid."
"How are changes such as maintenance releases, configuration changes, or software updates evaluated to determine if design controls apply?",0.0022343625,0.297244906,D87356 NMPA Change Description Rev 01.docx.pdf,D87356,1,7,3. Device Changes > 3.2. Software changes > 3.2.3.  Modified features,4-5,"No performance enhancements/improvements are made for modified features. Document Signing Page This document has been reviewed and electronically signed by the following people: Workflow ID: 225929475, Doc Title: NMPA Change Description, Doc No:D87356, Rev: 01, Approver: Dan Zhou (wd975551), Title: China RA, Date: Friday, 09/06/2024 01:56 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Workflow ID: 225929475, Doc Title: NMPA Change Description, Doc No:D87356, Rev: 01, Approver: Magdalena Constantin (mconstan), Title: Product Manager, Date: Friday, 09/06/2024 06:48 AM  Pacific Daylight Time, Meaning: I acknowledge my electronic signature carries the same meaning as a handwritten signature Workflow ID: 225929475, Doc Title: NMPA Change Description, Doc No:D87356, Rev: 01, Approver: Susan Koehl (skoehl), Title: Product Manager, Date: Friday, 09/06/2024 07:38 AM  Pacific"
Is technical documentation established and maintained for each device?,0.0022343625,0.315993607,D70753 HAL 4.0 MR1 Validation Plan Rev 02.docx.pdf,D70753,2,2,1.0 Introduction > 1.1 Purpose,3,"This plan describes the validation activities to be performed to ensure that the device meets its intended use, user needs, and it is safe and effective. It plans for: o the device or device family (including software inside the device) being validated. o the features to be validated or evaluated. o the use cases/user needs to be validated. o the risk control measures to be validated. o the personnel responsible for tasks to be performed. o the risks associated with this plan."
"How is technical documentation controlled, including versioning, approvals, and access?",0.0022343625,0.302474052,D44918 Halcyon3 UA Checklist IFU Addendum P1038731-001-A Rev 01.pdf,D44918,1,11,2.0 Deliverable Checklist (Continued),4-5,"b. Archive supporting project material in Livelink (GPL Customer Documentations/GPL Review and Approval). Includes LL40 Review Form, Publication Notice, and UA Checklist. c. Include URL to archives in Justification column at right. Done Partially Done; justify: N/A; justify: \\pafs02\vol1\Dept\ TechPubs\TP_ARC\ Halcyon\3.0\ IFU_Addendum 05-Mar-2020 GPL User Assistance Checklist D44917 Halcyon and Ethos 3.0 UA Checklist IFU-Addendum (P1038731-001-A) Rev. 1.0 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Date Doc Number Rev D44917 1.0 Last eSign date Format L5532 Rev 03  Page 5 of 5 Action Scope Description Resolution ID # Justification if Partially Done or N/A Date Optional: W ork with Design/Drafting and 29 Distribution Engineering Project Management to update the DMR (product structure). Done Partially Done; justify: N/A; justify:"
Is technical documentation established and maintained for each device?,0.002225671,0.310618848,D54550 HAL 4.0 Validation Plan Rev 05.docx.pdf,D54550,5,6,1. Introduction > 1.1 Purpose,7,"This plan describes the validation activities to be performed to ensure that the device meets its intended use, user needs, and it is safe and effective. It plans for:  the device (including software inside the device) or device family being validated  the features to be validated  the user needs to be validated  the risk control measures to be validated  the personnel responsible for tasks to be performed  the risks associated with this plan"
How does the organization determine which products/devices are subject to design and development controls?,0.002217013,0.321712971,D96388 HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Rev 01.docx.pdf,D96388,1,5,3.0 Checklist (Continued),2,"Limited scope 09 Oct 2025 product version. HIPAA 10. Verify with Engineering project team that HIPAA statement matches product capabilities. Note: As applicable: N/A for non-medical devices; N/A for hardware- only devices such as BrachyTherapy applicators. Limited scope 09 Oct 2025 N/A Internal 11. reviews Collaborate with subject-matter experts (advisors) to N/A Limited scope09 Oct 2025 verify accuracy and usability of content. N/A Demos View product demos to verify features and workflow. Limited scope09 Oct 2025 12. Simulate or keystroke procedures to verify accuracy N/A Keystroking Limited scope09 Oct 2025 13. and workflow. Quality checks 14. Ongoing: Check quality: - Run Acrolinx to check and correct grammar, syntax, and spelling on new and revised content. - Run DITA QA and Schematron checks as needed to check XML quality. (DITA technical review is required for final DITA QA only.) - [For new content and as needed] Conduct peer and"
How does the organization determine which products/devices are subject to design and development controls?,0.0022083889,0.327864707,D19996 Halcyon 2.0 Manufacturing Plan - Rev04.pdf,D19996,4,99,2. Project Organization > 4.13 Costs > 4.13.8 Certification,30,"Most of production certification cost will be covered by design team. Beijing quality team has overall certification cost which identified the part owner is in Beijing. There are some parts in HALv2 console owned by Beijing, certification cost has been covered in Beijing quality team."
Are these procedures consistently applied to all identified devices?,0.0022083889,0.270561695,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,63,2. Canada Medical Device Regulations (CMDR) – 2024-12-14 (Continued),22,"into account the specific features of the mobile platform (e.g. size and contrast ratio of the screen) and the external factors related to their use (varying environment as regards level of light or noise). ISO 13485: 2016 ISO 14971: 2019 EN 60601-1-6: 2010 +A1:2015+A2:2021 EN 62366-1: 2015 Varian supplies all computing platforms and screens for HAL. All systems are installed and used within radiotherapy suites in hospitals, so are not mobile. Verification, Validation and Usability testing is performed to ensure the screens used are functional and usable. Verification Summary Report:  D68588 Validation Summary Report: D68014. Usability Summative and Formative reports, D28974, D35145, D38864, D51524 D68527, D68525 MDR GSPR 2(17.4) CMDR 18, 20 Manufacturers shall set out minimum requirements concerning hardware, IT networks characteristics and IT security measures, including protection against unauthorised access, necessary to run the software as intended. ISO 13485: 2016 ISO 14971: 2019"
"How is technical documentation controlled, including versioning, approvals, and access?",0.0021742254,0.313524038,D60827-ENU-01_HAL4.0 Manufacturing Process Map.pdf,D60827,,15,5.0 References and Appendices > 5.3 Appendices – Not applicable,6-8,"HAL4.0 Manufacturing Process Map This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Effective Date Doc Number Rev Date of last e- D60827 01 sign Once printed or downloaded, this document becomes an uncontrolled copy Format L3481 Rev 08 Page 7 of 8 Signatures “The electronic signature record will be appended to the last page of the secured document.” NAME Elf Du Hao Sun Tao Li Zhiping Zhou Jeff Dowrick HAL4.0 Manufacturing Process Map This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Effective Date Doc Number Rev Date of last e- D60827 01 sign Once printed or downloaded, this document becomes an uncontrolled copy Format L3481 Rev 08 Page 8 of 8 Metadata Table Please Select Quality System Document Non Quality System Document"
"Are all devices, including accessories, software, variants, and families, appropriately identified and included?",0.0021657674,0.267807,D95548 HAL 4.0MR2 (HAL Evolve) Product Versioning Memo Rev 01.pdf,D95548,1,6,3.0 Version Consideration (Continued),3,"The NMPA is the Chinese agency for regulating drugs and medical devices for which the following software changes checklist is filled out. Description  Yes/No  Details Is there any change of Device Name on Device Label? YES There is a new label needed to support a new device name; Halcyon Evolve Is there any change of Model Name on Device Label? YES There is a new label needed to support a new device name; Halcyon Evolve Is there any change of device structure and components listed on NMPA license? No The certificate includes the structure and components of Halcyon Evolve, no change. Is there any change of application scope described on NMPA license? No Intended Use does not change, only the new model’s name would be included in the description. Is there any change of PTR and amendment approved by NMPA? YES New Device Model Is there any significant change of software described as below: 1. Change of operation system which do not compatible on hardware and software before"
Are roles and responsibilities for design activities clearly defined?,0.0021489493,0.255755126,D70753 HAL 4.0 MR1 Validation Plan Rev 02.docx.pdf,D70753,2,30,2.0 Validation Overview > 2.11 Validation Activities Table (Continued),10,No Design Validation: Laura Buchanan N/A N/A Production – Packaging Validation No Packaging Engineer: Sarah Heigho N/A N/A Tools Validation (Used during Design Validation) No Process Software Validation Lead: Mattia Di Martino N/A N/A
How does the organization ensure updates to regulatory requirements are reflected in technical documentation?,0.0021489493,0.2605639995,D101531 - HAL CCH Rail Vendor Change – DFMEA Design Review.docx.pdf,D101531,,6,Document_Header (Continued),3,"Service documentation updates: Review and update service instructions as needed to ensure lubrication procedure and identification of old vs new rail configuration are clear. Follow-up tasks (owners): o Function test plan for rail change (fit/form/function + acceptance criteria + linked test cases) → Maximilian Pham. o Function testing execution and test report (per approved plan; archive trajectory errors) → Allen Li. o Field data collection (rail-related failures; long-running fleet) → Maximilian Pham. o Reliability justification (resource study + field data + functional test evidence; no long-term reliability) → Allen Li. o DFMEA update for new rail part numbers and configuration linkage (controls unchanged) → Allen Li (with Subsystem lead, system engineers and QA review). o Service documentation review/update (lubrication procedure + identification method) → Allen Li. Assessment Accepted (no further Review required)Not Accepted (follow-up Review required) ☐  - As is"
How does the organization determine which products/devices are subject to design and development controls?,0.0021322616,0.304072082,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,108,2. Risk Control Measures Verification Trace Matrix (Continued),44,452396 Secondary retention feature for Modulator on Gantry HAL40_SYSTEM_REL_04.00.0016 1160111 Halcyon Default Passed NA 393820 Bore covers prevent internal components from falling onto patient. 397250 Covers Provide Protection from Internal Falling Components 2321 SYRS1665.2.6.7; The Bore cover shall... 2.0.12 14681 NA Passed NA 393821 Seismic brackets to secure Stand to floor. 394199 Stand: Design control: L9013 Bolted Joint Design 605258 Design Control - STN - L9013 Bolted Joint Design TDS.Halcyon30.System.TRR_03.00.0031 558634 Halcyon Default Passed NA 393821 Seismic brackets to secure Stand to floor. 394633 Installation process control for torque tightening of seismic bolted joints RIG (bracket to frame) and DDR (bracket to floor); 605446 CSS Controls - Installation process control for torque tightening of seismic bolted joints  TDS.Halcyon30.System.TRR_03.00.0031 558857 Halcyon Default Passed NA 393822 Redundant fasteners for covers 397247 Stand Cover Redundant Support
Is documentation readily retrievable for audit and regulatory submission?,0.0021239663,0.262225509,D68683 HAL 4.0 Cybersecurity Traceability Analysis Rev 01.pdf,D68683,1,10,1. Requirements (Continued),4-5,"(destination, mechanism, frequency) Entry shall be generated regardless of success or failure. RCM 468414 - Shared Framework MICAP library logs HIPAA related messages. HAL 4.0 Cybersecurity Traceability Analysis This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Date Rev. Doc Number When last 01 D68683 approver signed Page 5 of 13 Varian System shall report patient ID, user ID, date & time, the operation type to audit log when: a patient record is viewed and/or opened - a user exports patient data to a file - a user prints-out patient data - different user unlocks the application - The above requirements only apply to the information that the system manages. N/A 882434: [01-001] Audit log - Events HAL40-9 N/A N/A 882442: [03-003] Data Protection - Decommissioning of the product HAL40-10 N/A N/A 882446: [03-007] Data Protection - Data backup and disaster"
"Is there a defined structure for technical documentation, such as DHF, STED, or Technical File?",0.0021157034,0.32905516,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,123,2. “Ethos Radiotherapy System ” > 9.5 China Marketing Clearance Strategy > 9.5.1 China documentation requirements (Continued),56-57,"Catalogue Application Title Data Requirements Conditions Due Date Responsibilit y CH3.5.4.1 [Study Description, Study Number, Start Date] CR / / CH3.5.4.1.1 Summary CR CH3.5.4.1.2 Complete Report CR / CH3.5.4.1.3 Statistics CR / CH3.5.5 Stand-alone Software/Software Components CR Engineering DOR (ME, EE, Sys. & Pckg.) CH3.5.5.1 Description of Stand- alone Software/Software Components CR / CH3.5.5.2 Hazard Analysis CR / CH3.5.5.3 Software Requirement Specifications CR / CH3.5.5.4 Architecture Diagram CR / Software Design CH3.5.5.5 CR Specifications / Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 57 of 83 RPS Catalogue Application Title Data Requirements Conditions Due Date Responsibilit y CH3.5.5.6 Traceability Analysis CR / CH3.5.5.7 Description of"
Is each device uniquely identified and linked to its technical documentation?,0.0021157034,0.269923061,D68686 HAL 4.0 Cybersecurity Summary Report Rev 03.pdf,D68686,3,25,3. Product Architecture > 3.3 Assets (Continued),13-14,"status of the machine and any warnings of faults or ancillary information that are currently relevant to the machine’s state and to allow acknowledgement responses to such warnings to be made. External Breath Hold System External Breath Hold System is a surface based motion management device which is connected with HAL though ADI+ interface, it is used for Beam Gating and Couch Positioning. Smart Connect™ SmartConnect™ technology connects Varian’s customer service department to complex devices at customer sites, so that Varian service personnel can provide real-time support, remotely monitor the equipment, generate performance reports, and diagnose problems. HAL 4.0 Cybersecurity Summary Report This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date W hen last D68686 03 approver signed 14 of 16 4. Cybersecurity Risk Management"
Is traceability maintained across product families and versions?,0.0021157034,0.256178856,D65864 HAL 4.0 Early Validation Summary Report Rev 01.docx.pdf,D65864,1,11,1. Introduction > 2.3 Validation Environments > 2.3.1 Device Interoperability,7,"This table lists the latest versions used in device interoperability. Compatibility is managed by verification found in Verification Plan (5) Product Group #1 Product Group #2 Test Environment Product Name(s) Build Product Name(s) Build Halcyon 4.0 Multiple Builds (See Product Identifier/ Version in Appendix C) ARIA Base Release  15.1 SN3 (Palo Alto, Cell 4) ARIA OIS for RO  15.5 ARIA RTM 15.5 Eclipse  15.6 Queue  15.1 Halcyon 4.0 Multiple Builds (See Product Identifier/ Version in Appendix C) ARIA Base Release  16.0 SN4 (Palo Alto, Cell 17) ARIA OIS for RO  16.0 ARIA RTM  16.1 MR2 Eclipse  16.1 MR2 Queue  15.1 MR2 Halcyon 4.0 Multiple Builds (See Product Identifier/ Version in Appendix C) Physician’s Intent 2.1 2.1 SN9 (Baden, R2) TPMS Halcyon 1.1 1.1.2.44 ARIA Base Release 17.0 ARIA OIS for RO 17.0 ARIA RTM 17.0 Eclipse 17.0"
How does the organization determine which products/devices are subject to design and development controls?,0.0020829707,0.300938308,D65651 Halcyon-Ethos 4.0 IFU (P1058124-001-A) User Assistance Checklist Rev01.docx.pdf,D65651,1,5,3.0 Checklist (Continued),2,"that HIPAA statement matches product capabilities. Note: As applicable: N/A for non- medical devices; N/A for hardware- only devices such as BrachyTherapy applicators. Done 14-Apr-22 Internal reviews 11. Collaborate with subject-matter experts (advisors) to verify accuracy and usability of content. Done 14-Apr-22 View product demos to verify N/A DemosNo new features 14-Apr-22 12. features and workflow. Simulate or keystroke procedures to N/A KeystrokingNo new procedures. 14-Apr-22 13. verify accuracy and workflow. Quality checks 14. Ongoing: Check quality: - Run Acrolinx to check and correct grammar, syntax, and spelling on new and revised content. - Run DITA QA and Schematron checks as needed to check XML quality. (DITA technical review is required for final DITA QA only.) - [For new content and as needed] Conduct peer and editorial reviews of content to verify style, clarity, consistency, information architecture, and Localization- readiness. Done 14-Apr-22"
Who has responsibility for maintaining technical documentation?,0.0020667946,0.284052908,D62523 HAL 4.0 Service User Needs and Detailed Workflows Rev 3.0.docx.pdf,D62523,3,20,1. To avoid injuries to the Customer Support Representative:. > 2.3 Performing Routine Procedures > 2.5.1 Remote Diagnostics and Logging (Continued),9-10,"installation, configuration and calibration, and maintenance. User Need Signed 3/28/2022 10:05:20 AM 1018442  AC1: Installation and upgrade instructions AC1.1: The CSR is provided with installation instructions. AC1.2: The CSR is provided with upgrade instructions for supported upgrade paths. AC1.3: The CSR is provided with customer Installation Product Acceptance (IPA) instructions and procedures Acceptance Criteria Signed 6/6/2022 3:23:43 PM 1076961  AC2: Maintenance Instructions AC2.1: The CSR is provided with maintenance instructions. Acceptance Criteria Signed 6/29/2022 5:25:16 PM HAL 4.0 Service User Needs and Detailed W orkflows This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date Date of last e- D62523 3.0 Sign Format DND01T01 Rev 02   Page 10 of 12 1076964  AC3: Technical Training and Safety Guidelines"
How does the organization ensure global regulatory requirements are considered in determining design control applicability?,0.0020587533,0.352479547,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,25,9. Global Submission Priorities,9-10,"The priorities listed below reflect the priorities listed in the Launch Plan. Please refer to the most recent revision of the Launch Plan [Reference 5] for updates. The Market Clearance: Language and Registration Requirements on VMSNet has the latest information on international medical device language and registration requirements. Countries may have other applicable business-related requirements that are not reflected in this table because they are not specific to medical devices. Clearance Timelines: Estimates of the times needed for clearance are provided as time after completion of the following required steps: Design Transfer Review (DTR), Transition Phase Gate (TPG), International Submissions Dossier (ISD) and National Language Support (NLS). Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems."
How is risk integrated into design and development activities?,0.0020427648,0.321272731,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,119,2. “Ethos Radiotherapy System ” > 9.5 China Marketing Clearance Strategy > 9.5.1 China documentation requirements (Continued),53-54,"2. Risk evaluation: evaluate and determine whether the risk needs to be mitigated for each identified hazard situation, and, if so, describe the corresponding risk controls. 3. Risk control: describe the contents related to risk control implemented to reduce risks. 4. Assessment of acceptability of any single or multiple residual risks. 5. Compared with the product benefits, the product risks are acceptable in comprehensive evaluation. DTR Risk Management There is no content in the heading at this level, so the dossiers in the heading at the lower level shall be CH3.4 Standard submitted. Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 54 of 83 RPS Catalogue Application Title Data Requirements Conditions Due Date Responsibilit y CH3.4.1 Standard List CR"
How does the organization ensure updates to regulatory requirements are reflected in technical documentation?,0.0020427648,0.31149289,D63983 Halcyon 4.0 UA Checklist Rev 01.pdf,D63983,1,4,3.0 Checklist (Continued),2,"This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 2 of 6 Task Task Description Done Justification if N/A; Notes Date # Graphics 5. Add, review and revise graphics for product changes and best practices (usability, clarity, text separated from graphics for Localization). Done 30-Jun-22 IFU, until 21-Jul-22 UI 6. [Optional] Review UI elements and strings for clarity and consistency and give feedback to developers. Deferred task to Product Management and N/A 13-Jun-22 UX teams RMR 7. Confirm the status of the risk management report (RMR) and tracing of labeling risk items to the UA. Done 19-Jul-22 Last reviewed for IFU Revise UA for fixed issues and Done 22-Jul-22 Issues/DRs  Traceable in project ADLM. 8. resolved DRs. Product 9. version Verify with Engineering and Regulatory Submissions the product version. MPC RG requirements verified with Stuart"
